383,1036
585,65
629,1040
383,1035
510,2172
872,95
920,2172
510,2172
297,547
418,49
466,547
297,547
155,109
281,33
184,109
155,109
496,1741
789,87
766,1741
496,1740
98,96
203,23
163,96
98,95
512,1992
1006,100
839,1992
512,1992
159,158
231,27
199,158
159,157
280,585
572,62
445,585
280,585
431,1435
83,746
776,1437
431,1435








